ISOCode,Year,GDP
KOR,1995,"567,000,000,000.00"
KOR,1996,"610,000,000,000.00"
KOR,1997,"570,000,000,000.00"
KOR,1998,"383,000,000,000.00"
KOR,1999,"498,000,000,000.00"
KOR,2000,"576,000,000,000.00"
KOR,2001,"548,000,000,000.00"
KOR,2002,"627,000,000,000.00"
KOR,2003,"703,000,000,000.00"
KOR,2004,"793,000,000,000.00"
KOR,2005,"935,000,000,000.00"
KOR,2006,"1,050,000,000,000.00"
KOR,2007,"1,170,000,000,000.00"
KOR,2008,"1,050,000,000,000.00"
KOR,2009,"944,000,000,000.00"
KOR,2010,"1,140,000,000,000.00"
KOR,2011,"1,250,000,000,000.00"
KOR,2012,"1,280,000,000,000.00"
KOR,2013,"1,370,000,000,000.00"
KOR,2014,"1,480,000,000,000.00"
KOR,2015,"1,470,000,000,000.00"
KOR,2016,"1,500,000,000,000.00"
KOR,2017,"1,620,000,000,000.00"
KOR,2018,"1,730,000,000,000.00"
KOR,2019,"1,650,000,000,000.00"
KOR,2020,"1,640,000,000,000.00"
KOR,2021,"1,820,000,000,000.00"
KOR,2022,"1,670,000,000,000.00"
KWT,1965,"2,097,199,161.00"
KWT,1966,"2,391,199,044.00"
KWT,1967,"2,441,599,023.00"
KWT,1968,"2,662,798,935.00"
KWT,1969,"2,769,198,892.00"
KWT,1970,"2,873,638,851.00"
KWT,1971,"3,880,392,195.00"
KWT,1972,"4,450,537,925.00"
KWT,1973,"5,408,804,607.00"
KWT,1974,"13,006,948,296.00"
KWT,1975,"12,022,811,621.00"
KWT,1976,"13,132,252,802.00"
KWT,1977,"14,137,406,741.00"
KWT,1978,"15,503,557,496.00"
KWT,1979,"24,749,063,922.00"
KWT,1980,"28,638,868,356.00"
KWT,1981,"25,058,020,338.00"
KWT,1982,"21,577,153,356.00"
KWT,1983,"20,871,081,080.00"
KWT,1984,"21,700,082,753.00"
KWT,1985,"21,445,970,614.00"
KWT,1986,"17,903,989,745.00"
KWT,1987,"22,368,704,134.00"
KWT,1988,"20,690,322,153.00"
KWT,1989,"24,313,855,653.00"
KWT,1990,"18,427,777,778.00"
KWT,1991,"11,009,993,703.00"
KWT,1992,"19,858,555,215.00"
KWT,1993,"23,941,391,391.00"
KWT,1994,"24,848,483,838.00"
KWT,1995,"27,186,980,647.00"
KWT,1996,"31,492,373,309.00"
KWT,1997,"30,350,190,704.00"
KWT,1998,"25,943,705,784.00"
KWT,1999,"30,122,365,849.00"
KWT,2000,"37,718,743,480.00"
KWT,2001,"34,889,559,870.00"
KWT,2002,"38,135,788,414.00"
KWT,2003,"47,874,582,232.00"
KWT,2004,"59,439,090,601.00"
KWT,2005,"80,798,630,137.00"
KWT,2006,"102,000,000,000.00"
KWT,2007,"115,000,000,000.00"
KWT,2008,"147,000,000,000.00"
KWT,2009,"106,000,000,000.00"
KWT,2010,"115,000,000,000.00"
KWT,2011,"154,000,000,000.00"
KWT,2012,"174,000,000,000.00"
KWT,2013,"174,000,000,000.00"
KWT,2014,"163,000,000,000.00"
KWT,2015,"115,000,000,000.00"
KWT,2016,"109,000,000,000.00"
KWT,2017,"121,000,000,000.00"
KWT,2018,"138,000,000,000.00"
KWT,2019,"136,000,000,000.00"
KWT,2020,"106,000,000,000.00"
KWT,2021,"137,000,000,000.00"
KWT,2022,"175,000,000,000.00"
LAO,1984,"1,757,142,856.00"
LAO,1985,"2,366,666,616.00"
LAO,1986,"1,776,842,097.00"
LAO,1987,"1,087,273,104.00"
LAO,1988,"598,961,269.30"
LAO,1989,"714,046,821.10"
LAO,1990,"865,559,879.40"
LAO,1991,"1,028,087,972.00"
LAO,1992,"1,127,806,945.00"
LAO,1993,"1,327,748,690.00"
LAO,1994,"1,543,606,345.00"
LAO,1995,"1,763,536,305.00"
LAO,1996,"1,873,671,550.00"
LAO,1997,"1,747,011,857.00"
LAO,1998,"1,280,177,839.00"
LAO,1999,"1,454,430,642.00"
LAO,2000,"1,731,198,022.00"
LAO,2001,"1,768,619,058.00"
LAO,2002,"1,758,176,653.00"
LAO,2003,"2,023,324,407.00"
LAO,2004,"2,366,398,120.00"
LAO,2005,"2,735,558,735.00"
LAO,2006,"3,455,031,448.00"
LAO,2007,"4,223,152,219.00"
LAO,2008,"5,446,434,032.00"
LAO,2009,"5,836,138,127.00"
LAO,2010,"7,131,773,633.00"
LAO,2011,"8,750,107,402.00"
LAO,2012,"10,192,848,926.00"
LAO,2013,"11,983,252,627.00"
LAO,2014,"13,279,248,479.00"
LAO,2015,"14,426,381,187.00"
LAO,2016,"15,912,495,369.00"
LAO,2017,"17,071,162,084.00"
LAO,2018,"18,141,651,381.00"
LAO,2019,"18,740,559,554.00"
LAO,2020,"18,981,800,705.00"
LAO,2021,"18,827,148,529.00"
LAO,2022,"15,468,785,204.00"
LBN,1988,"3,313,540,068.00"
LBN,1989,"2,717,998,688.00"
LBN,1990,"2,838,485,354.00"
LBN,1991,"4,690,415,093.00"
LBN,1992,"5,843,579,161.00"
LBN,1993,"7,941,744,492.00"
LBN,1994,"9,599,127,050.00"
LBN,1995,"11,718,795,529.00"
LBN,1996,"13,690,217,334.00"
LBN,1997,"15,751,867,489.00"
LBN,1998,"17,247,179,006.00"
LBN,1999,"17,391,056,369.00"
LBN,2000,"17,260,364,842.00"
LBN,2001,"17,649,751,244.00"
LBN,2002,"19,152,238,806.00"
LBN,2003,"20,082,918,740.00"
LBN,2004,"21,159,827,992.00"
LBN,2005,"21,497,336,499.00"
LBN,2006,"22,022,709,851.00"
LBN,2007,"24,827,355,015.00"
LBN,2008,"29,118,916,105.00"
LBN,2009,"35,399,582,929.00"
LBN,2010,"38,443,907,042.00"
LBN,2011,"39,927,125,962.00"
LBN,2012,"44,016,799,516.00"
LBN,2013,"46,880,103,081.00"
LBN,2014,"48,095,213,747.00"
LBN,2015,"49,929,337,837.00"
LBN,2016,"51,147,308,774.00"
LBN,2017,"53,027,680,686.00"
LBN,2018,"54,901,519,156.00"
LBN,2019,"51,605,959,131.00"
LBN,2020,"31,712,128,254.00"
LBN,2021,"23,131,941,557.00"
LBR,2000,"874,000,000.00"
LBR,2001,"906,000,000.00"
LBR,2002,"927,000,000.00"
LBR,2003,"748,000,000.00"
LBR,2004,"897,000,000.00"
LBR,2005,"949,000,000.00"
LBR,2006,"1,119,000,000.00"
LBR,2007,"1,373,000,000.00"
LBR,2008,"1,726,000,000.00"
LBR,2009,"1,768,000,000.00"
LBR,2010,"1,998,000,000.00"
LBR,2011,"2,398,000,000.00"
LBR,2012,"2,791,614,000.00"
LBR,2013,"3,177,198,100.00"
LBR,2014,"3,225,652,000.00"
LBR,2015,"3,227,075,700.00"
LBR,2016,"3,398,419,600.00"
LBR,2017,"3,390,703,400.00"
LBR,2018,"3,422,754,800.00"
LBR,2019,"3,319,596,500.00"
LBR,2020,"3,039,982,500.00"
LBR,2021,"3,509,000,000.00"
LBR,2022,"4,001,046,970.00"
LBY,1990,"28,904,164,239.00"
LBY,1991,"31,991,785,107.00"
LBY,1992,"33,887,005,288.00"
LBY,1993,"30,660,029,871.00"
LBY,1994,"28,610,532,505.00"
LBY,1995,"25,541,383,197.00"
LBY,1996,"27,884,630,118.00"
LBY,1997,"30,700,890,193.00"
LBY,1998,"27,251,275,903.00"
LBY,1999,"35,975,878,804.00"
LBY,2000,"38,270,983,032.00"
LBY,2001,"34,112,079,629.00"
LBY,2002,"20,481,889,764.00"
LBY,2003,"26,265,625,000.00"
LBY,2004,"33,122,307,692.00"
LBY,2005,"47,334,697,612.00"
LBY,2006,"60,094,248,772.00"
LBY,2007,"68,032,985,519.00"
LBY,2008,"86,710,739,536.00"
LBY,2009,"60,808,538,332.00"
LBY,2010,"75,380,800,665.00"
LBY,2011,"48,169,243,832.00"
LBY,2012,"92,540,964,667.00"
LBY,2013,"75,351,117,629.00"
LBY,2014,"57,372,352,562.00"
LBY,2015,"48,717,506,273.00"
LBY,2016,"49,912,085,228.00"
LBY,2017,"67,157,451,661.00"
LBY,2018,"76,686,048,497.00"
LBY,2019,"69,254,143,967.00"
LBY,2020,"46,808,208,746.00"
LBY,2021,"39,798,423,941.00"
LBY,2022,"45,752,336,036.00"
LCA,1980,"170,370,370.40"
LCA,1981,"194,444,444.40"
LCA,1982,"183,333,333.30"
LCA,1983,"197,037,037.00"
LCA,1984,"251,481,481.50"
LCA,1985,"284,444,444.40"
LCA,1986,"340,000,000.00"
LCA,1987,"375,555,555.60"
LCA,1988,"429,629,629.60"
LCA,1989,"486,666,666.70"
LCA,1990,"579,629,629.60"
LCA,1991,"613,703,703.70"
LCA,1992,"674,074,074.10"
LCA,1993,"684,814,814.80"
LCA,1994,"713,703,703.70"
LCA,1995,"762,962,963.00"
LCA,1996,"788,888,888.90"
LCA,1997,"805,925,925.90"
LCA,1998,"877,407,407.40"
LCA,1999,"921,851,851.90"
LCA,2000,"932,592,592.60"
LCA,2001,"892,592,592.60"
LCA,2002,"900,000,000.00"
LCA,2003,"987,407,407.40"
LCA,2004,"1,066,666,667.00"
LCA,2005,"1,135,555,556.00"
LCA,2006,"1,268,319,185.00"
LCA,2007,"1,336,088,815.00"
LCA,2008,"1,437,731,111.00"
LCA,2009,"1,401,507,889.00"
LCA,2010,"1,482,385,185.00"
LCA,2011,"1,568,370,370.00"
LCA,2012,"1,598,207,407.00"
LCA,2013,"1,660,222,222.00"
LCA,2014,"1,749,288,889.00"
LCA,2015,"1,807,225,926.00"
LCA,2016,"1,865,459,259.00"
LCA,2017,"1,996,711,111.00"
LCA,2018,"2,057,066,667.00"
LCA,2019,"2,102,534,000.00"
LCA,2020,"1,604,444,444.00"
LCA,2021,"1,961,111,111.00"
LCA,2022,"2,343,703,704.00"
LKA,1960,"1,409,873,950.00"
LKA,1961,"1,444,327,731.00"
LKA,1962,"1,434,156,379.00"
LKA,1963,"1,240,672,269.00"
LKA,1964,"1,309,747,899.00"
LKA,1965,"1,698,319,328.00"
LKA,1966,"1,751,470,588.00"
LKA,1967,"1,859,465,021.00"
LKA,1968,"1,801,344,538.00"
LKA,1969,"1,965,546,218.00"
LKA,1970,"2,296,470,588.00"
LKA,1971,"2,369,308,600.00"
LKA,1972,"2,553,936,348.00"
LKA,1973,"2,875,625,000.00"
LKA,1974,"3,574,586,466.00"
LKA,1975,"3,791,298,146.00"
LKA,1976,"3,591,319,857.00"
LKA,1977,"4,104,509,583.00"
LKA,1978,"2,733,183,857.00"
LKA,1979,"3,364,611,432.00"
LKA,1980,"4,024,621,900.00"
LKA,1981,"4,415,844,156.00"
LKA,1982,"4,768,765,017.00"
LKA,1983,"5,167,913,302.00"
LKA,1984,"6,043,474,843.00"
LKA,1985,"5,978,460,972.00"
LKA,1986,"6,405,210,564.00"
LKA,1987,"6,682,167,120.00"
LKA,1988,"6,978,371,581.00"
LKA,1989,"6,987,267,684.00"
LKA,1990,"8,032,551,173.00"
LKA,1991,"9,000,362,582.00"
LKA,1992,"9,703,011,636.00"
LKA,1993,"10,338,679,636.00"
LKA,1994,"11,717,604,209.00"
LKA,1995,"13,029,697,561.00"
LKA,1996,"13,897,738,375.00"
LKA,1997,"15,091,913,884.00"
LKA,1998,"15,794,972,847.00"
LKA,1999,"15,656,327,860.00"
LKA,2000,"16,330,814,180.00"
LKA,2001,"15,749,753,805.00"
LKA,2002,"16,536,535,647.00"
LKA,2003,"18,881,765,437.00"
LKA,2004,"20,662,525,941.00"
LKA,2005,"24,405,791,045.00"
LKA,2006,"28,279,802,406.00"
LKA,2007,"32,350,238,760.00"
LKA,2008,"40,713,826,215.00"
LKA,2009,"42,066,224,093.00"
LKA,2010,"58,636,161,082.00"
LKA,2011,"67,753,284,044.00"
LKA,2012,"70,447,216,891.00"
LKA,2013,"77,000,578,167.00"
LKA,2014,"82,528,535,714.00"
LKA,2015,"85,140,955,389.00"
LKA,2016,"88,012,282,206.00"
LKA,2017,"94,376,237,797.00"
LKA,2018,"94,493,871,201.00"
LKA,2019,"89,014,978,344.00"
LKA,2020,"84,440,516,486.00"
LKA,2021,"88,548,049,121.00"
LKA,2022,"74,403,578,363.00"
LSO,1960,"34,579,986.17"
LSO,1961,"35,699,985.72"
LSO,1962,"41,859,983.26"
LSO,1963,"47,039,981.18"
LSO,1964,"51,939,979.22"
LSO,1965,"54,879,978.05"
LSO,1966,"56,699,977.32"
LSO,1967,"59,261,976.30"
LSO,1968,"61,445,975.42"
LSO,1969,"65,967,973.61"
LSO,1970,"68,739,972.50"
LSO,1971,"76,480,285.00"
LSO,1972,"80,913,200.43"
LSO,1973,"121,188,715.80"
LSO,1974,"150,851,316.50"
LSO,1975,"149,558,895.90"
LSO,1976,"147,660,036.90"
LSO,1977,"193,315,048.30"
LSO,1978,"266,570,066.60"
LSO,1979,"290,134,592.50"
LSO,1980,"431,542,536.70"
LSO,1981,"434,188,034.20"
LSO,1982,"348,741,683.70"
LSO,1983,"386,699,308.90"
LSO,1984,"333,163,670.30"
LSO,1985,"268,629,925.90"
LSO,1986,"318,858,423.00"
LSO,1987,"402,768,324.50"
LSO,1988,"470,395,800.60"
LSO,1989,"495,409,232.60"
LSO,1990,"596,410,263.70"
LSO,1991,"704,325,366.70"
LSO,1992,"831,029,861.70"
LSO,1993,"835,582,062.50"
LSO,1994,"878,250,945.30"
LSO,1995,"1,001,894,000.00"
LSO,1996,"946,112,492.80"
LSO,1997,"998,004,258.70"
LSO,1998,"928,460,893.10"
LSO,1999,"912,773,681.10"
LSO,2000,"887,291,687.90"
LSO,2001,"825,706,961.20"
LSO,2002,"775,777,238.60"
LSO,2003,"1,157,825,435.00"
LSO,2004,"1,511,236,656.00"
LSO,2005,"1,682,343,527.00"
LSO,2006,"1,800,092,564.00"
LSO,2007,"1,682,131,785.00"
LSO,2008,"1,766,902,709.00"
LSO,2009,"1,740,894,965.00"
LSO,2010,"2,234,754,242.00"
LSO,2011,"2,579,409,620.00"
LSO,2012,"2,477,702,216.00"
LSO,2013,"2,367,112,932.00"
LSO,2014,"2,441,063,054.00"
LSO,2015,"2,359,686,725.00"
LSO,2016,"2,131,522,791.00"
LSO,2017,"2,306,185,472.00"
LSO,2018,"2,556,247,292.00"
LSO,2019,"2,361,966,946.00"
LSO,2020,"2,067,813,019.00"
LSO,2021,"2,348,771,013.00"
LSO,2022,"2,236,502,124.00"
LTU,1995,"7,867,140,395.00"
LTU,1996,"8,382,519,637.00"
LTU,1997,"10,118,631,852.00"
LTU,1998,"11,239,547,691.00"
LTU,1999,"10,971,583,945.00"
LTU,2000,"11,524,776,867.00"
LTU,2001,"12,237,388,002.00"
LTU,2002,"14,259,781,159.00"
LTU,2003,"18,781,721,376.00"
LTU,2004,"22,627,507,452.00"
LTU,2005,"26,097,677,572.00"
LTU,2006,"30,183,575,104.00"
LTU,2007,"39,697,891,352.00"
LTU,2008,"47,797,551,588.00"
LTU,2009,"37,388,122,046.00"
LTU,2010,"37,128,694,028.00"
LTU,2011,"43,535,051,482.00"
LTU,2012,"42,927,454,291.00"
LTU,2013,"46,523,420,074.00"
LTU,2014,"48,533,659,592.00"
LTU,2015,"41,435,533,340.00"
LTU,2016,"43,047,309,306.00"
LTU,2017,"47,758,736,932.00"
LTU,2018,"53,751,411,409.00"
LTU,2019,"54,808,531,641.00"
LTU,2020,"56,964,942,999.00"
LTU,2021,"66,798,933,786.00"
LTU,2022,"70,974,490,450.00"
LUX,1960,"703,925,705.90"
LUX,1961,"704,145,671.40"
LUX,1962,"741,509,480.80"
LUX,1963,"791,140,595.80"
LUX,1964,"903,158,753.90"
LUX,1965,"921,600,736.30"
LUX,1966,"968,440,149.50"
LUX,1967,"974,721,762.50"
LUX,1968,"1,066,447,131.00"
LUX,1969,"1,234,878,981.00"
LUX,1970,"1,457,768,455.00"
LUX,1971,"1,518,773,421.00"
LUX,1972,"1,901,697,370.00"
LUX,1973,"2,609,875,802.00"
LUX,1974,"3,183,637,117.00"
LUX,1975,"3,123,333,333.00"
LUX,1976,"3,423,586,207.00"
LUX,1977,"3,789,321,328.00"
LUX,1978,"4,718,539,772.00"
LUX,1979,"5,516,982,664.00"
LUX,1980,"6,019,805,490.00"
LUX,1981,"5,053,665,797.00"
LUX,1982,"4,602,316,793.00"
LUX,1983,"4,524,217,751.00"
LUX,1984,"4,438,435,493.00"
LUX,1985,"4,577,211,767.00"
LUX,1986,"6,685,595,088.00"
LUX,1987,"8,320,902,215.00"
LUX,1988,"9,418,167,855.00"
LUX,1989,"10,037,674,038.00"
LUX,1990,"12,778,792,854.00"
LUX,1991,"13,834,219,728.00"
LUX,1992,"15,518,702,635.00"
LUX,1993,"15,925,521,222.00"
LUX,1994,"17,701,798,891.00"
LUX,1995,"20,853,093,870.00"
LUX,1996,"20,895,314,658.00"
LUX,1997,"19,563,836,265.00"
LUX,1998,"20,150,053,345.00"
LUX,1999,"21,899,317,599.00"
LUX,2000,"21,230,182,989.00"
LUX,2001,"21,387,533,703.00"
LUX,2002,"23,649,833,332.00"
LUX,2003,"29,667,268,248.00"
LUX,2004,"35,064,843,793.00"
LUX,2005,"37,672,280,120.00"
LUX,2006,"42,910,146,296.00"
LUX,2007,"51,587,401,416.00"
LUX,2008,"58,844,277,702.00"
LUX,2009,"54,467,289,898.00"
LUX,2010,"56,213,985,987.00"
LUX,2011,"61,696,281,326.00"
LUX,2012,"59,776,383,527.00"
LUX,2013,"65,203,276,467.00"
LUX,2014,"68,804,811,898.00"
LUX,2015,"60,071,584,216.00"
LUX,2016,"62,216,885,436.00"
LUX,2017,"65,712,180,343.00"
LUX,2018,"71,000,359,760.00"
LUX,2019,"69,890,505,324.00"
LUX,2020,"73,699,366,700.00"
LUX,2021,"85,584,105,994.00"
LUX,2022,"81,641,807,866.00"
LVA,1995,"5,789,128,637.00"
LVA,1996,"5,975,248,851.00"
LVA,1997,"6,527,926,446.00"
LVA,1998,"7,166,275,468.00"
LVA,1999,"7,533,788,134.00"
LVA,2000,"7,958,852,839.00"
LVA,2001,"8,362,398,702.00"
LVA,2002,"9,557,031,605.00"
LVA,2003,"11,771,975,157.00"
LVA,2004,"14,435,700,533.00"
LVA,2005,"17,003,459,863.00"
LVA,2006,"21,570,076,499.00"
LVA,2007,"31,054,350,978.00"
LVA,2008,"35,854,274,229.00"
LVA,2009,"26,410,909,091.00"
LVA,2010,"23,956,163,077.00"
LVA,2011,"27,474,380,566.00"
LVA,2012,"28,169,902,669.00"
LVA,2013,"30,204,783,462.00"
LVA,2014,"31,386,896,487.00"
LVA,2015,"27,263,090,547.00"
LVA,2016,"28,083,597,512.00"
LVA,2017,"30,483,806,018.00"
LVA,2018,"34,429,023,435.00"
LVA,2019,"34,225,547,537.00"
LVA,2020,"34,390,910,339.00"
LVA,2021,"39,443,126,174.00"
LVA,2022,"40,932,030,050.00"
MAC,1982,"1,142,497,719.00"
MAC,1983,"1,133,013,235.00"
MAC,1984,"1,304,361,353.00"
MAC,1985,"1,362,072,160.00"
MAC,1986,"1,532,105,070.00"
MAC,1987,"1,957,724,829.00"
MAC,1988,"2,288,761,823.00"
MAC,1989,"2,705,665,492.00"
MAC,1990,"3,246,481,233.00"
MAC,1991,"3,765,249,711.00"
MAC,1992,"4,914,365,189.00"
MAC,1993,"5,665,606,115.00"
MAC,1994,"6,311,207,780.00"
MAC,1995,"7,046,147,737.00"
MAC,1996,"7,176,892,950.00"
MAC,1997,"7,267,570,893.00"
MAC,1998,"6,797,792,190.00"
MAC,1999,"6,547,670,439.00"
MAC,2000,"6,774,193,548.00"
MAC,2001,"6,860,272,608.00"
MAC,2002,"7,371,692,774.00"
MAC,2003,"8,246,479,566.00"
MAC,2004,"10,643,253,553.00"
MAC,2005,"12,160,056,122.00"
MAC,2006,"14,874,098,692.00"
MAC,2007,"18,439,981,612.00"
MAC,2008,"21,027,018,333.00"
MAC,2009,"21,587,786,906.00"
MAC,2010,"28,241,798,492.00"
MAC,2011,"36,845,888,757.00"
MAC,2012,"43,189,721,377.00"
MAC,2013,"51,536,595,089.00"
MAC,2014,"54,902,831,794.00"
MAC,2015,"45,048,190,598.00"
MAC,2016,"45,070,808,689.00"
MAC,2017,"50,383,871,121.00"
MAC,2018,"55,190,661,340.00"
MAC,2019,"55,082,293,844.00"
MAC,2020,"25,343,525,936.00"
MAC,2021,"30,969,334,705.00"
MAC,2022,"24,042,287,327.00"
MAR,1960,"2,037,154,742.00"
MAR,1961,"2,025,693,540.00"
MAR,1962,"2,379,611,125.00"
MAR,1963,"2,657,252,578.00"
MAR,1964,"2,798,345,299.00"
MAR,1965,"2,948,331,090.00"
MAR,1966,"2,876,401,297.00"
MAR,1967,"3,046,345,314.00"
MAR,1968,"3,271,422,333.00"
MAR,1969,"3,651,622,669.00"
MAR,1970,"3,956,336,244.00"
MAR,1971,"4,356,669,034.00"
MAR,1972,"5,074,117,545.00"
MAR,1973,"6,242,145,880.00"
MAR,1974,"7,675,466,449.00"
MAR,1975,"8,984,853,005.00"
MAR,1976,"9,584,297,284.00"
MAR,1977,"11,049,783,872.00"
MAR,1978,"13,236,946,234.00"
MAR,1979,"15,911,994,817.00"
MAR,1980,"21,728,516,153.00"
MAR,1981,"17,788,185,479.00"
MAR,1982,"17,692,276,734.00"
MAR,1983,"16,251,408,128.00"
MAR,1984,"14,824,667,954.00"
MAR,1985,"14,991,283,216.00"
MAR,1986,"19,462,085,540.00"
MAR,1987,"21,765,195,948.00"
MAR,1988,"25,705,296,184.00"
MAR,1989,"26,314,313,191.00"
MAR,1990,"30,179,954,775.00"
MAR,1991,"32,285,573,574.00"
MAR,1992,"33,711,069,431.00"
MAR,1993,"31,655,473,664.00"
MAR,1994,"35,604,137,423.00"
MAR,1995,"39,030,285,468.00"
MAR,1996,"43,161,571,528.00"
MAR,1997,"39,147,844,526.00"
MAR,1998,"46,497,608,725.00"
MAR,1999,"46,266,428,648.00"
MAR,2000,"43,017,455,402.00"
MAR,2001,"43,831,480,208.00"
MAR,2002,"47,077,192,188.00"
MAR,2003,"58,029,363,354.00"
MAR,2004,"66,114,145,451.00"
MAR,2005,"68,852,658,069.00"
MAR,2006,"75,883,823,301.00"
MAR,2007,"86,947,913,287.00"
MAR,2008,"102,000,000,000.00"
MAR,2009,"101,000,000,000.00"
MAR,2010,"101,000,000,000.00"
MAR,2011,"110,000,000,000.00"
MAR,2012,"107,000,000,000.00"
MAR,2013,"116,000,000,000.00"
MAR,2014,"119,000,000,000.00"
MAR,2015,"110,000,000,000.00"
MAR,2016,"112,000,000,000.00"
MAR,2017,"119,000,000,000.00"
MAR,2018,"127,000,000,000.00"
MAR,2019,"129,000,000,000.00"
MAR,2020,"121,000,000,000.00"
MAR,2021,"142,000,000,000.00"
MAR,2022,"131,000,000,000.00"
MDA,1995,"1,752,979,926.00"
MDA,1996,"1,695,122,174.00"
MDA,1997,"1,930,081,169.00"
MDA,1998,"1,698,717,505.00"
MDA,1999,"1,170,782,957.00"
MDA,2000,"1,288,429,392.00"
MDA,2001,"1,480,673,594.00"
MDA,2002,"1,661,818,168.00"
MDA,2003,"1,980,907,435.00"
MDA,2004,"2,598,249,556.00"
MDA,2005,"2,988,342,907.00"
MDA,2006,"3,408,255,451.00"
MDA,2007,"4,401,173,152.00"
MDA,2008,"6,054,824,248.00"
MDA,2009,"5,439,434,272.00"
MDA,2010,"6,974,982,370.00"
MDA,2011,"8,414,352,020.00"
MDA,2012,"8,709,138,635.00"
MDA,2013,"9,496,717,876.00"
MDA,2014,"9,399,833,207.00"
MDA,2015,"7,798,692,878.00"
MDA,2016,"7,982,450,758.00"
MDA,2017,"9,519,053,158.00"
MDA,2018,"11,253,727,815.00"
MDA,2019,"11,735,774,634.00"
MDA,2020,"11,531,967,881.00"
MDA,2021,"13,692,230,147.00"
MDA,2022,"14,508,333,280.00"
MDG,1960,"673,081,724.80"
MDG,1961,"699,161,944.60"
MDG,1962,"739,286,907.60"
MDG,1963,"759,345,863.70"
MDG,1964,"802,482,183.70"
MDG,1965,"833,563,473.00"
MDG,1966,"900,264,584.60"
MDG,1967,"956,436,932.10"
MDG,1968,"1,031,669,637.00"
MDG,1969,"1,056,391,056.00"
MDG,1970,"1,111,859,571.00"
MDG,1971,"1,199,507,631.00"
MDG,1972,"1,341,590,690.00"
MDG,1973,"1,653,062,335.00"
MDG,1974,"1,917,508,190.00"
MDG,1975,"2,283,049,215.00"
MDG,1976,"2,181,844,179.00"
MDG,1977,"2,358,930,406.00"
MDG,1978,"2,669,755,115.00"
MDG,1979,"3,463,565,854.00"
MDG,1980,"5,201,818,348.00"
MDG,1981,"4,759,333,998.00"
MDG,1982,"4,784,977,326.00"
MDG,1983,"4,686,457,031.00"
MDG,1984,"3,905,938,481.00"
MDG,1985,"3,802,557,895.00"
MDG,1986,"4,347,989,788.00"
MDG,1987,"3,212,900,556.00"
MDG,1988,"3,189,456,965.00"
MDG,1989,"3,175,638,333.00"
MDG,1990,"3,931,334,875.00"
MDG,1991,"3,254,713,056.00"
MDG,1992,"3,714,966,678.00"
MDG,1993,"4,063,298,919.00"
MDG,1994,"3,522,227,092.00"
MDG,1995,"3,838,100,904.00"
MDG,1996,"4,931,861,039.00"
MDG,1997,"4,262,965,420.00"
MDG,1998,"4,401,967,633.00"
MDG,1999,"4,277,903,780.00"
MDG,2000,"4,629,247,204.00"
MDG,2001,"5,438,332,602.00"
MDG,2002,"5,351,701,663.00"
MDG,2003,"6,372,498,890.00"
MDG,2004,"5,064,732,626.00"
MDG,2005,"5,859,269,753.00"
MDG,2006,"6,395,712,491.00"
MDG,2007,"8,524,620,890.00"
MDG,2008,"10,725,137,724.00"
MDG,2009,"9,616,879,409.00"
MDG,2010,"9,982,711,338.00"
MDG,2011,"11,551,819,618.00"
MDG,2012,"11,578,975,062.00"
MDG,2013,"12,423,555,455.00"
MDG,2014,"12,522,957,399.00"
MDG,2015,"11,323,020,701.00"
MDG,2016,"11,848,613,858.00"
MDG,2017,"13,176,313,594.00"
MDG,2018,"13,760,033,282.00"
MDG,2019,"14,104,664,679.00"
MDG,2020,"13,051,441,204.00"
MDG,2021,"14,554,754,117.00"
MDG,2022,"15,297,192,799.00"
MDV,1980,"42,463,576.16"
MDV,1981,"44,781,456.95"
MDV,1982,"47,911,340.18"
MDV,1983,"57,829,787.23"
MDV,1984,"109,503,546.10"
MDV,1985,"127,190,758.00"
MDV,1986,"141,882,254.20"
MDV,1987,"141,223,029.40"
MDV,1988,"168,514,513.40"
MDV,1989,"189,514,434.20"
MDV,1990,"215,043,969.80"
MDV,1991,"244,396,761.90"
MDV,1992,"284,875,809.00"
MDV,1993,"322,417,837.20"
MDV,1994,"356,014,932.10"
MDV,1995,"398,988,955.00"
MDV,1996,"450,382,328.00"
MDV,1997,"508,223,602.40"
MDV,1998,"540,096,397.60"
MDV,1999,"589,239,753.60"
MDV,2000,"624,337,145.30"
MDV,2001,"870,031,676.80"
MDV,2002,"897,031,250.00"
MDV,2003,"1,052,121,056.00"
MDV,2004,"1,226,829,565.00"
MDV,2005,"1,163,362,434.00"
MDV,2006,"1,575,200,391.00"
MDV,2007,"1,868,383,460.00"
MDV,2008,"2,271,646,188.00"
MDV,2009,"2,345,294,879.00"
MDV,2010,"2,588,176,058.00"
MDV,2011,"2,774,350,238.00"
MDV,2012,"2,886,163,996.00"
MDV,2013,"3,295,009,237.00"
MDV,2014,"3,697,353,037.00"
MDV,2015,"4,129,505,320.00"
MDV,2016,"4,409,942,623.00"
MDV,2017,"4,816,426,260.00"
MDV,2018,"5,404,344,159.00"
MDV,2019,"5,726,094,798.00"
MDV,2020,"3,712,604,580.00"
MDV,2021,"5,254,366,310.00"
MDV,2022,"6,170,638,747.00"
MEX,1960,"13,040,000,000.00"
MEX,1961,"14,160,000,000.00"
MEX,1962,"15,200,000,000.00"
MEX,1963,"16,960,000,000.00"
MEX,1964,"20,080,000,000.00"
